platform,phase,source,text,likes,comments,shares,views,date,pre_sentiment,age,text_clean,language,fashion_category
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"A great piece. I bought this shirt in the neutral and white and love it. so many people compliment it. i usually pair it with white pants and cute wedges to dress it up (obviously with a statement necklace too). but the greatest thing about this shirt is the fact that you can also dress it down. the material is fabulous but i have not washed it yet so i am not sure if it is going to shrink (which i hope it doesn't because it is one of my favorite pieces). 

unlike the other reviewer i did not think that the Tops Knits",2,0,0,0,,Positive,26.0,A great piece. I bought this shirt in the neutral and white and love it. so many people compliment it. i usually pair it with white pants and cute wedges to dress it up (obviously with a statement necklace too). but the greatest thing about this shirt is the fact that you can also dress it down. the material is fabulous but i have not washed it yet so i am not sure if it is going to shrink (which i hope it doesn't because it is one of my favorite pieces). unlike the other reviewer i did not think that the Tops Knits,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Super flattering. I went ahead and ordered a size up based on previous reviews, but i should have ordered my own size, as they're a bit loose around the waist. the pants are adorable and the pinstripes very flattering, so i definitely recommend them! Bottoms Pants",0,0,0,0,,Positive,26.0,"Super flattering. I went ahead and ordered a size up based on previous reviews, but i should have ordered my own size, as they're a bit loose around the waist. the pants are adorable and the pinstripes very flattering, so i definitely recommend them! Bottoms Pants",English,General Fashion
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Amazing peach color!. I ordered this dress in both colors. the peach color is so beautiful in person. i'm planning to wear this dress for our rehearsal dinner at the end of the summer, if i can hold off until then! definitely worth the price. Dresses Dresses",6,0,0,0,,Positive,25.0,"Amazing peach color!. I ordered this dress in both colors. the peach color is so beautiful in person. i'm planning to wear this dress for our rehearsal dinner at the end of the summer, if i can hold off until then! definitely worth the price. Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Cute top, but back is more of a jersey material. I really love the front of this shirt. however, the back of the shirt is more of a jersey material so it doesn't seem to match the front of the shirt. i still wear it and it looks cute, but it threw me off a bit at first. Tops Knits",0,0,0,0,,Positive,26.0,"Cute top, but back is more of a jersey material. I really love the front of this shirt. however, the back of the shirt is more of a jersey material so it doesn't seem to match the front of the shirt. i still wear it and it looks cute, but it threw me off a bit at first. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Beautiful top!. Love this top! made with 100% cotton, a vintage look, and flattering details this top is a winner for me. i think it fits true to size (got my regular size 0) and i did not need the petite and i am fairly short (5'3""). it is somewhat see through, but with wearing a nude bra and not wearing it to work, i think it can be worn without a cami. the perfect lightweight, comfortable, standout piece for the summer time :) Tops Blouses",8,0,0,0,,Positive,21.0,"Beautiful top!. Love this top! made with 100% cotton, a vintage look, and flattering details this top is a winner for me. i think it fits true to size (got my regular size 0) and i did not need the petite and i am fairly short (5'3""). it is somewhat see through, but with wearing a nude bra and not wearing it to work, i think it can be worn without a cami. the perfect lightweight, comfortable, standout piece for the summer time :) Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Cuter is person. Nice fabric and cute design. a little low cut. Tops Blouses,0,0,0,0,,Positive,23.0,Cuter is person. Nice fabric and cute design. a little low cut. Tops Blouses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. I absolutely love this sweater!! it's soft, easy to wash, and looks great! Tops Fine gauge",0,0,0,0,,Positive,25.0,"nan. I absolutely love this sweater!! it's soft, easy to wash, and looks great! Tops Fine gauge",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. nan Tops Fine gauge,0,0,0,0,,Positive,24.0,nan. nan Tops Fine gauge,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. I love this top. i got it on sale and am so glad that i did. it is a short too but still super flattering. it isn't too boxy on me. Tops Blouses,0,0,0,0,,Positive,25.0,nan. I love this top. i got it on sale and am so glad that i did. it is a short too but still super flattering. it isn't too boxy on me. Tops Blouses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"So sexy. The top runs small, it is a very sexy and slimming top. i tried in l, it was too small so i have ordered it in xl. i hope it fits because it is very fitted and i am worried that the bottom will roll to the top with a fabric like this. but it is a very sexy, good looking, and slimming top. i love it!! Tops Knits",0,0,0,0,,Positive,26.0,"So sexy. The top runs small, it is a very sexy and slimming top. i tried in l, it was too small so i have ordered it in xl. i hope it fits because it is very fitted and i am worried that the bottom will roll to the top with a fabric like this. but it is a very sexy, good looking, and slimming top. i love it!! Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Work-appropriate lace. I've been looking for the perfect work-appropriate lace dress (for a casual/creative work environment) for a while, and this was just the ticket! the pointed collar and demure shape add some structure to the feminine lace. i rolled the sleeves to a short-sleeve length just to tone done the cutesy factor a tiny bit more (although the sleeves, worn long, are absolutely gorgeous!). the lace isn't exactly the highest quality lace that retailer has ever used, but pretty nonetheless. i'm 5'5 /125 and th Dresses Dresses",1,0,0,0,,Positive,24.0,"Work-appropriate lace. I've been looking for the perfect work-appropriate lace dress (for a casual/creative work environment) for a while, and this was just the ticket! the pointed collar and demure shape add some structure to the feminine lace. i rolled the sleeves to a short-sleeve length just to tone done the cutesy factor a tiny bit more (although the sleeves, worn long, are absolutely gorgeous!). the lace isn't exactly the highest quality lace that retailer has ever used, but pretty nonetheless. i'm 5'5 /125 and th Dresses Dresses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Flattering and fun!. Ordered this dress online, and i love it! i was looking for an understated but fun new years dress and this was exactly what i was looking for. the only minor qualm i had about the dress was that the velvet dots that hit where the seams met made the dress look puffier than it should some parts around the waist, but for the most part, the dress fit very well and was very flattering, may just need a little bit of ironing. i am 5'9 and usually am more conscious of how things fit around my hips, and Dresses Dresses",9,0,0,0,,Positive,25.0,"Flattering and fun!. Ordered this dress online, and i love it! i was looking for an understated but fun new years dress and this was exactly what i was looking for. the only minor qualm i had about the dress was that the velvet dots that hit where the seams met made the dress look puffier than it should some parts around the waist, but for the most part, the dress fit very well and was very flattering, may just need a little bit of ironing. i am 5'9 and usually am more conscious of how things fit around my hips, and Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"nan. I really wanted this dress to work out, but i was slightly disappointed in the fabric for the sleeves. the fit was accurate. i'm 5'7 and ordered a 6, however, my husband said it looked too little girl like. i did end up returning it :( Dresses Dresses",9,0,0,0,,Neutral,26.0,"nan. I really wanted this dress to work out, but i was slightly disappointed in the fabric for the sleeves. the fit was accurate. i'm 5'7 and ordered a 6, however, my husband said it looked too little girl like. i did end up returning it :( Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Not the best quality. I got this dress in hopes of having a really nice winter formal dress. it was not well made at all! the lining didn't line up with the top layer and the waist puffed out in uneven places. i am curvy so a puffy waistline in the last thing i need! the fabric itself is very nice, but just not well made. i do not recommend this dress. Dresses Dresses",3,0,0,0,,Neutral,22.0,"Not the best quality. I got this dress in hopes of having a really nice winter formal dress. it was not well made at all! the lining didn't line up with the top layer and the waist puffed out in uneven places. i am curvy so a puffy waistline in the last thing i need! the fabric itself is very nice, but just not well made. i do not recommend this dress. Dresses Dresses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Great dress, rough zipper. I saw this dress online and immediately went to the store to try on! it took three sales asscoaites to help me zip the dress but once it was on it was beautiful! the bodice fits really nicely. true to size. there was extra fabric around the waist bust nothing that made the fit look weird. love love love!!! wearing for christmas eve! Dresses Dresses",6,0,0,0,,Positive,23.0,"Great dress, rough zipper. I saw this dress online and immediately went to the store to try on! it took three sales asscoaites to help me zip the dress but once it was on it was beautiful! the bodice fits really nicely. true to size. there was extra fabric around the waist bust nothing that made the fit look weird. love love love!!! wearing for christmas eve! Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Love the lace up design!. I love the lace up design and bought the red xsp, fabric is a bit thin and mediocre quality, but over all happy with purchase. wish this top came in navy and white as well. even a navy/white stripe would be a fun option too. thanks you for offering this top in a petite size. :) Tops Knits",1,0,0,0,,Positive,22.0,"Love the lace up design!. I love the lace up design and bought the red xsp, fabric is a bit thin and mediocre quality, but over all happy with purchase. wish this top came in navy and white as well. even a navy/white stripe would be a fun option too. thanks you for offering this top in a petite size. :) Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Ultimately unimpressed. I really like how this looks on the model, but in real life this top is much tighter. i was hoping for a good layering top and have been playing around with the trend of lace up tops. i bought it without trying on figuring a small would work, but it was much too tight and the lace top reminded me of vans shoes. i returned it, a girl much tinier than myself has it and it is very cute on her. so, best works on a model body type figure than someone with even slight hips. Tops Knits",3,0,0,0,,Neutral,26.0,"Ultimately unimpressed. I really like how this looks on the model, but in real life this top is much tighter. i was hoping for a good layering top and have been playing around with the trend of lace up tops. i bought it without trying on figuring a small would work, but it was much too tight and the lace top reminded me of vans shoes. i returned it, a girl much tinier than myself has it and it is very cute on her. so, best works on a model body type figure than someone with even slight hips. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Great too but not for women who have a large bust.. It's hard enough for women to find clothing that will make them look as beautiful as they feel but add a bigger bust size (i'm a 36dd) and it makes it this much harder. i ordered this top because of how beautiful it looked on the model and the price. when it arrived i was so excited! retailer does such a beautiful job with the way they handle their items! it was wrapped beautiful and no damage. i ordered a size 8 knowing that my chest could be a potential problem. the too itself is gorgeous! i did Tops Blouses,1,0,0,0,,Neutral,23.0,Great too but not for women who have a large bust.. It's hard enough for women to find clothing that will make them look as beautiful as they feel but add a bigger bust size (i'm a 36dd) and it makes it this much harder. i ordered this top because of how beautiful it looked on the model and the price. when it arrived i was so excited! retailer does such a beautiful job with the way they handle their items! it was wrapped beautiful and no damage. i ordered a size 8 knowing that my chest could be a potential problem. the too itself is gorgeous! i did Tops Blouses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Love, love this flattering dress. This dress is flattering in all the right places. it has a gorgeous skirt with a comfortable, form-fitting top. it provides just the right amount of coverage. i love it so much i bought it in two colors! Dresses Dresses",1,0,0,0,,Positive,25.0,"Love, love this flattering dress. This dress is flattering in all the right places. it has a gorgeous skirt with a comfortable, form-fitting top. it provides just the right amount of coverage. i love it so much i bought it in two colors! Dresses Dresses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Super cute and flattering too. I love this sweater dress and get compliments every time i wear it.. i bought the navy in size xs. the pattern and colors are just fun and youthful, although you don't have to be young to look good in this dress. the dress is fitted, but the skirt flares, making it flattering if you have hips like me. the material is not too heavy so you can wear this 3 seasons fall, winter, spring. as other reviews have mentioned the dress is short. i am 5'9"" so it does hit well above my knees. this isn't an is Dresses Dresses",1,0,0,0,,Positive,20.0,"Super cute and flattering too. I love this sweater dress and get compliments every time i wear it.. i bought the navy in size xs. the pattern and colors are just fun and youthful, although you don't have to be young to look good in this dress. the dress is fitted, but the skirt flares, making it flattering if you have hips like me. the material is not too heavy so you can wear this 3 seasons fall, winter, spring. as other reviews have mentioned the dress is short. i am 5'9"" so it does hit well above my knees. this isn't an is Dresses Dresses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Cute but too large. Bought this in an xs and i liked the style of the skirt. it was long enough to wear to work. 
however the waist was too large and would not stay up on my waist. returned. Bottoms Skirts",0,0,0,0,,Positive,24.0,Cute but too large. Bought this in an xs and i liked the style of the skirt. it was long enough to wear to work. however the waist was too large and would not stay up on my waist. returned. Bottoms Skirts,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Great dress. I absolutely love everything about this dress. it can be dressed up or down. no complaints. Dresses Dresses,4,0,0,0,,Positive,26.0,Great dress. I absolutely love everything about this dress. it can be dressed up or down. no complaints. Dresses Dresses,English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Cute and fun!. The horizontal lines on the skirt and top gives the wearer and very nice dress. i am short so i got the 6 petite and it fits perfectly. the fabric is thick and stretchy. Dresses Dresses,0,0,0,0,,Positive,25.0,Cute and fun!. The horizontal lines on the skirt and top gives the wearer and very nice dress. i am short so i got the 6 petite and it fits perfectly. the fabric is thick and stretchy. Dresses Dresses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. nan Tops Blouses,0,0,0,0,,Positive,25.0,nan. nan Tops Blouses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Fits so well!. I often have a hard time finding items that fit true to size, but this top fits perfectly. it is cut really well and very flattering. Tops Blouses",0,0,0,0,,Positive,24.0,"Fits so well!. I often have a hard time finding items that fit true to size, but this top fits perfectly. it is cut really well and very flattering. Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Love this dress. I am 5'3"" 130 and curvy and this dress fit me perfectly. it's great for parties and weddings (depending on how formal). the only reason i gave it four stars is because the fabric is a little strange; the ribbing for the squares is almost like a pillowy fabric, and it feels a little bit on the cheaper side but luckily it doesn't look cheap. nonetheless, i love this dress and would definitely recommend! Dresses Dresses",0,0,0,0,,Positive,25.0,"Love this dress. I am 5'3"" 130 and curvy and this dress fit me perfectly. it's great for parties and weddings (depending on how formal). the only reason i gave it four stars is because the fabric is a little strange; the ribbing for the squares is almost like a pillowy fabric, and it feels a little bit on the cheaper side but luckily it doesn't look cheap. nonetheless, i love this dress and would definitely recommend! Dresses Dresses",English,Traditional/Ethnic
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"My favorite black top.. This is a timeless top. i loved the overall look of the top and after eyeing it for several days decided to purchase it. warning, the shoulder area is cut small due to the fabric at the top. i am usually a size 12 (because of ddd chest) but i bumped up to a 14 and it was perfect. Tops Blouses",1,0,0,0,,Positive,26.0,"My favorite black top.. This is a timeless top. i loved the overall look of the top and after eyeing it for several days decided to purchase it. warning, the shoulder area is cut small due to the fabric at the top. i am usually a size 12 (because of ddd chest) but i bumped up to a 14 and it was perfect. Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Slimmingly perfect!. I am 5'2"" 125 pounds and i bought the 4p. the fabric is high quality and does not cling at all but instead drapes and in a very flattering way. add that to the cut of this jumpsuit and you have elongating, very flattering lines. i could not be more pleased and regret not having bought this item earlier, since i would have enjoyed wearing it during the holidays. as other reviewers said, it is adorable and a winner. Bottoms Pants",0,0,0,0,,Positive,25.0,"Slimmingly perfect!. I am 5'2"" 125 pounds and i bought the 4p. the fabric is high quality and does not cling at all but instead drapes and in a very flattering way. add that to the cut of this jumpsuit and you have elongating, very flattering lines. i could not be more pleased and regret not having bought this item earlier, since i would have enjoyed wearing it during the holidays. as other reviewers said, it is adorable and a winner. Bottoms Pants",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Very cute, snug fit. Very cute flowy fit. i am generally a size small, 32-d chest. because the material has no give it fits perfectly (just barely) if it was any smaller or i was any larger it would be too small. very cute design. Tops Blouses",0,0,0,0,,Positive,24.0,"Very cute, snug fit. Very cute flowy fit. i am generally a size small, 32-d chest. because the material has no give it fits perfectly (just barely) if it was any smaller or i was any larger it would be too small. very cute design. Tops Blouses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Fun jeggings. These pants are so soft and so comfortable! i was absolutely in love at first sight. however, i got the petite, because i am 5'3, and they were still a little longer than i like my pants to be. i wanted them to hit right above the ankle, just like the photo, however, they are a tad longer. i still love them and they are still as comfy as ever, so i am gonna deal with the length!! Bottoms Jeans",1,0,0,0,,Positive,22.0,"Fun jeggings. These pants are so soft and so comfortable! i was absolutely in love at first sight. however, i got the petite, because i am 5'3, and they were still a little longer than i like my pants to be. i wanted them to hit right above the ankle, just like the photo, however, they are a tad longer. i still love them and they are still as comfy as ever, so i am gonna deal with the length!! Bottoms Jeans",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Plaid bomb pairs fabulous with everything fall!. I had been on the hunt for a plaid bomber to rock this fall and this retailer edition bomber surpassed all of my expectations! it literally pairs great with everything fall.. chokers, boots, dresses; you name it! it also fits very true to size. not too fit to your body, and a little loose, but not too loose.. just like a bomber jacket should! i highly recommend this product. Jackets Jackets",1,0,0,0,,Positive,24.0,"Plaid bomb pairs fabulous with everything fall!. I had been on the hunt for a plaid bomber to rock this fall and this retailer edition bomber surpassed all of my expectations! it literally pairs great with everything fall.. chokers, boots, dresses; you name it! it also fits very true to size. not too fit to your body, and a little loose, but not too loose.. just like a bomber jacket should! i highly recommend this product. Jackets Jackets",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. Love the fabric fit and cut of this skirt. it hits at just the perfect spot but runs a little large and is more flattering when sizing down (atleast on me) . Bottoms Skirts,1,0,0,0,,Positive,22.0,nan. Love the fabric fit and cut of this skirt. it hits at just the perfect spot but runs a little large and is more flattering when sizing down (atleast on me) . Bottoms Skirts,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Cute and comfortable swimsuit!. This is one of the most comfortable swimsuits i own. i purchased it in the turquoise dots print and found that it was colorful and perfect for a beach getaway. the adjustable halter style makes it really comfortable, yet cute. i highly recommend this suit to those looking for a unique, yet whimsical swimsuit style. Intimate Swim",1,0,0,0,,Positive,25.0,"Cute and comfortable swimsuit!. This is one of the most comfortable swimsuits i own. i purchased it in the turquoise dots print and found that it was colorful and perfect for a beach getaway. the adjustable halter style makes it really comfortable, yet cute. i highly recommend this suit to those looking for a unique, yet whimsical swimsuit style. Intimate Swim",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,nan. This top is gorgeous! this is why i love retailer the quality is amazing. i just love how unique this top is. it's a light jean blue and white pin striped shirt with these beautiful red crochet sleeves. i'm a 34ddd i ordered the large and it's perfect. it is a bit shorter probably because of my chest but i was going to wear it with high waisted shorts anyways.  it's a must buy! Tops Blouses,1,0,0,0,,Positive,25.0,nan. This top is gorgeous! this is why i love retailer the quality is amazing. i just love how unique this top is. it's a light jean blue and white pin striped shirt with these beautiful red crochet sleeves. i'm a 34ddd i ordered the large and it's perfect. it is a bit shorter probably because of my chest but i was going to wear it with high waisted shorts anyways. it's a must buy! Tops Blouses,English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Too short. This dress is gorgeous, but i should warn all the tall ladies out there that it fits quite awkwardly. i'm 5'10"" and tried both the petite (thinking it would fall more like a midi), and the regular, hoping it would fit like a maxi should. both hit at a very awkward spot on my mid-shin... as much as i loved and wanted it, it looked too weird to justify buying. Dresses Dresses",0,0,0,0,,Positive,23.0,"Too short. This dress is gorgeous, but i should warn all the tall ladies out there that it fits quite awkwardly. i'm 5'10"" and tried both the petite (thinking it would fall more like a midi), and the regular, hoping it would fit like a maxi should. both hit at a very awkward spot on my mid-shin... as much as i loved and wanted it, it looked too weird to justify buying. Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"The worst. I don't typically write bad reviews, but this dress is so bad and i want to save someone else from buying it. i read the mostly bad reviews and still purchased anyway (my fault i know). the dress is super stiff ( i know denim can be that way and it is possible it would soften up after a few washes). i'm typically a 6/8 and the size small swallowed me, and the xs was big everywhere except through the bust (i ordered both sizes to try). i wouldn't recommend buying this if you are a size 8 or small Dresses Dresses",2,0,0,0,,Negative,23.0,"The worst. I don't typically write bad reviews, but this dress is so bad and i want to save someone else from buying it. i read the mostly bad reviews and still purchased anyway (my fault i know). the dress is super stiff ( i know denim can be that way and it is possible it would soften up after a few washes). i'm typically a 6/8 and the size small swallowed me, and the xs was big everywhere except through the bust (i ordered both sizes to try). i wouldn't recommend buying this if you are a size 8 or small Dresses Dresses",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Beautiful dress, weird sizing. After reviewing the comments for this dress i was really hesitant about buying it online, so i finally went to the store and all of the reviews are 100% true. this dress is amazing in terms of quality, but the sizing makes zero sense. i'm normally a size 12, but based on the reviews i initially tried on a medium. even that was huge, arm holes so long you could see my entire bra. so i tried on the small and that fit perfectly. unfortunately, unless you're normally an 8(maybe) or above in sizing, Dresses Dresses",0,0,0,0,,Positive,24.0,"Beautiful dress, weird sizing. After reviewing the comments for this dress i was really hesitant about buying it online, so i finally went to the store and all of the reviews are 100% true. this dress is amazing in terms of quality, but the sizing makes zero sense. i'm normally a size 12, but based on the reviews i initially tried on a medium. even that was huge, arm holes so long you could see my entire bra. so i tried on the small and that fit perfectly. unfortunately, unless you're normally an 8(maybe) or above in sizing, Dresses Dresses",English,Formal/Professional
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Perfect layering sweater. I have been searching for a pale pink sweater for fall. the color and fit is much prettier than the way it is photographed here. i think it will look great over denim, grey, or olive green dresses and shirts. Tops Sweaters",1,0,0,0,,Positive,26.0,"Perfect layering sweater. I have been searching for a pale pink sweater for fall. the color and fit is much prettier than the way it is photographed here. i think it will look great over denim, grey, or olive green dresses and shirts. Tops Sweaters",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Great casual shirt. Absolutely in love with this shirt. the neckline is extremely flattering, and the shirt naturally comes away from the body. Tops Knits",0,0,0,0,,Positive,25.0,"Great casual shirt. Absolutely in love with this shirt. the neckline is extremely flattering, and the shirt naturally comes away from the body. Tops Knits",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,"Love it!. Can be a bit itchy sometimes, i guess depending on your skin. haven't had a problem with the sweater up to now! Tops Sweaters",0,0,0,0,,Positive,22.0,"Love it!. Can be a bit itchy sometimes, i guess depending on your skin. haven't had a problem with the sweater up to now! Tops Sweaters",English,Western/Casual
Ecommerce_Review,Secondary,Womens_Clothing_Reviews,Basic with a twist. I love this shirt. it would be a fairly basic tee but the neckline makes it fun. it's very soft and comfortable. i bought the white with blue pattern and will probably purchase additional colors. Tops Knits,0,0,0,0,,Positive,26.0,Basic with a twist. I love this shirt. it would be a fairly basic tee but the neckline makes it fun. it's very soft and comfortable. i bought the white with blue pattern and will probably purchase additional colors. Tops Knits,English,Western/Casual
