platform,phase,text,likes,comments,shares,views,date,text_clean,text_lower,is_fashion,language,fashion_category,engagement_score
Instagram,Phase1,"📸 Yellow

Model: Madhu
@madhu.menu 
———
More photos in Link in bio/Modeling/Madhu
#shooting #photography #photooftheday #model #modelephoto #nepal #portraitphotography #fashionmodel #akorioo #portrait #portraithut #model__in #modeling #nepaligirls #ig_portrait #portraitmood #portraitpage #portrait_planet #modelshoot #portraitmode #modelphotography #portrait_vision #nepalimodel #nepalfashion #canonphotography #endlessfaces #portrait_perfection #fashionphotography #nepalphotoproject #nepalimodel",33,2,0,0,2026-04-22 20:00:00+00:00,📸 Yellow Model: Madhu .menu ——— More photos in Link in bio/Modeling/Madhu #shooting #photography #photooftheday #model #modelephoto #nepal #portraitphotography #fashionmodel #akorioo #portrait #portraithut #model__in #modeling #nepaligirls #ig_portrait #portraitmood #portraitpage #portrait_planet #modelshoot #portraitmode #modelphotography #portrait_vision #nepalimodel #nepalfashion #canonphotography #endlessfaces #portrait_perfection #fashionphotography #nepalphotoproject #nepalimodel,📸 yellow model: madhu .menu ——— more photos in link in bio/modeling/madhu #shooting #photography #photooftheday #model #modelephoto #nepal #portraitphotography #fashionmodel #akorioo #portrait #portraithut #model__in #modeling #nepaligirls #ig_portrait #portraitmood #portraitpage #portrait_planet #modelshoot #portraitmode #modelphotography #portrait_vision #nepalimodel #nepalfashion #canonphotography #endlessfaces #portrait_perfection #fashionphotography #nepalphotoproject #nepalimodel,True,English,Western/Casual,0.0019199999999999998
Instagram,Phase1,"Portraits ❤️🌸☘️

#instaposts #nepaligirls #nepaliphotographer #nepalimodel #nepal🇳🇵",23,4,0,0,2026-04-22 04:53:31+00:00,Portraits ❤️🌸☘️ #instaposts #nepaligirls #nepaliphotographer #nepalimodel #nepal🇳🇵,portraits ❤️🌸☘️ #instaposts #nepaligirls #nepaliphotographer #nepalimodel #nepal🇳🇵,True,English,General Fashion,0.00212
Instagram,Phase1,"Alone and unbothered.

#nepaligirls #single",-1,1,0,0,2026-04-22 04:27:26+00:00,Alone and unbothered. #nepaligirls #single,alone and unbothered. #nepaligirls #single,True,English,General Fashion,0.00026
Instagram,Phase1,#nepali #nepaligirls  #🧿❤️🙏 #makeover @alijarai_24  #thankyou kanchu 🥰🤗😘,43,8,0,0,2026-04-21 15:11:30+00:00,#nepali #nepaligirls #🧿❤️🙏 #makeover #thankyou kanchu 🥰🤗😘,#nepali #nepaligirls #🧿❤️🙏 #makeover #thankyou kanchu 🥰🤗😘,True,English,General Fashion,0.00412
Instagram,Phase1,selfie #nepal #girl #village #girls #beautiful #girlswithbullies #nepali #woman #girlwhotravel #girly #nepaligirls #confidentwoman #Vibes #NepaliVibes #nepalireels #nepaligirl #Style,0,0,0,0,2026-04-21 07:20:23+00:00,selfie #nepal #girl #village #girls #beautiful #girlswithbullies #nepali #woman #girlwhotravel #girly #nepaligirls #confidentwoman #Vibes #NepaliVibes #nepalireels #nepaligirl #Style,selfie #nepal #girl #village #girls #beautiful #girlswithbullies #nepali #woman #girlwhotravel #girly #nepaligirls #confidentwoman #vibes #nepalivibes #nepalireels #nepaligirl #style,True,English,General Fashion,0.0
Instagram,Phase1,"जिद्दी थिएँ, जिद्दी छु र जिद्दी नै रहन्छु।
ओइलाएको फूल बन्नुभन्दा बरु म काँडा बन्न रुचाउँछु। 
विद्रोही जन्मिए,विद्रोह गर्दै  बाँचिरहेकी छु र विद्रोह गर्दै नै मर्नेछु।
यही जिद्दीपनका कारणले जीवनमा यहाँसम्म आइपुगेँ, यो खोक्रो समाजको बसमा हुने भए म अहिले यही समाजले बनाएका चार भित्ताभित्र आत्मा गुम्स्याएर बसिरहेकी हुने थिएँ।तिमीहरूले बनाएको पितृसत्तात्मक जेलबाट मुक्त हुन र अब मेरो परिवारमा जन्मिने कुनै छोरीले पनि त्यही पीडा भोग्न नपरोस् भन्ने उद्देश्यले म विदेशिनु परेको थियो,यो कुरा म कहिल्यै बिर्सिने छैन।

#nepaligirl #nepaligirls #nepali #nepalnow #nepalimodel",32,2,0,0,2026-04-21 06:42:11+00:00,"जिद्दी थिएँ, जिद्दी छु र जिद्दी नै रहन्छु। ओइलाएको फूल बन्नुभन्दा बरु म काँडा बन्न रुचाउँछु। विद्रोही जन्मिए,विद्रोह गर्दै बाँचिरहेकी छु र विद्रोह गर्दै नै मर्नेछु। यही जिद्दीपनका कारणले जीवनमा यहाँसम्म आइपुगेँ, यो खोक्रो समाजको बसमा हुने भए म अहिले यही समाजले बनाएका चार भित्ताभित्र आत्मा गुम्स्याएर बसिरहेकी हुने थिएँ।तिमीहरूले बनाएको पितृसत्तात्मक जेलबाट मुक्त हुन र अब मेरो परिवारमा जन्मिने कुनै छोरीले पनि त्यही पीडा भोग्न नपरोस् भन्ने उद्देश्यले म विदेशिनु परेको थियो,यो कुरा म कहिल्यै बिर्सिने छैन। #nepaligirl #nepaligirls #nepali #nepalnow #nepalimodel","जिद्दी थिएँ, जिद्दी छु र जिद्दी नै रहन्छु। ओइलाएको फूल बन्नुभन्दा बरु म काँडा बन्न रुचाउँछु। विद्रोही जन्मिए,विद्रोह गर्दै बाँचिरहेकी छु र विद्रोह गर्दै नै मर्नेछु। यही जिद्दीपनका कारणले जीवनमा यहाँसम्म आइपुगेँ, यो खोक्रो समाजको बसमा हुने भए म अहिले यही समाजले बनाएका चार भित्ताभित्र आत्मा गुम्स्याएर बसिरहेकी हुने थिएँ।तिमीहरूले बनाएको पितृसत्तात्मक जेलबाट मुक्त हुन र अब मेरो परिवारमा जन्मिने कुनै छोरीले पनि त्यही पीडा भोग्न नपरोस् भन्ने उद्देश्यले म विदेशिनु परेको थियो,यो कुरा म कहिल्यै बिर्सिने छैन। #nepaligirl #nepaligirls #nepali #nepalnow #nepalimodel",True,Nepali,General Fashion,0.0018800000000000002
Instagram,Phase1,"it smells like a healed pretty women❤️💋 
#life #beauty #moment #insta #nepaligirls",-1,2,0,0,2026-04-20 17:05:30+00:00,it smells like a healed pretty women❤️💋 #life #beauty #moment #insta #nepaligirls,it smells like a healed pretty women❤️💋 #life #beauty #moment #insta #nepaligirls,True,English,General Fashion,0.00056
Instagram,Phase1,"The Nepali New Year just ended a few days ago. I congratulate everyone who is involved (and not only them)...
नयाँ वर्षको शुभकामना
नयाँ वर्षले सबैमा सुख, शान्ति र सफलता ल्याओस्

#retro #retrostyle #vintageaesthetics #dandygirls #girlswearingties #womenwearingties #ladieswithties #tiesareforwomen #dandywomen #dandygirls #ragazzaincravatta #happyholidays #nepalinewyear #nepaligirl #nepaligirls #april #aprilvibes #eternalclassic #timelessbeauty #romantic #postcard #aiart",25,4,0,0,2026-04-20 01:29:46+00:00,"The Nepali New Year just ended a few days ago. I congratulate everyone who is involved (and not only them)... नयाँ वर्षको शुभकामना नयाँ वर्षले सबैमा सुख, शान्ति र सफलता ल्याओस् #retro #retrostyle #vintageaesthetics #dandygirls #girlswearingties #womenwearingties #ladieswithties #tiesareforwomen #dandywomen #dandygirls #ragazzaincravatta #happyholidays #nepalinewyear #nepaligirl #nepaligirls #april #aprilvibes #eternalclassic #timelessbeauty #romantic #postcard #aiart","the nepali new year just ended a few days ago. i congratulate everyone who is involved (and not only them)... नयाँ वर्षको शुभकामना नयाँ वर्षले सबैमा सुख, शान्ति र सफलता ल्याओस् #retro #retrostyle #vintageaesthetics #dandygirls #girlswearingties #womenwearingties #ladieswithties #tiesareforwomen #dandywomen #dandygirls #ragazzaincravatta #happyholidays #nepalinewyear #nepaligirl #nepaligirls #april #aprilvibes #eternalclassic #timelessbeauty #romantic #postcard #aiart",True,Nepali,General Fashion,0.0021999999999999997
Instagram,Phase1,"Fresh drop is live 🚀

Minimal tees for maximum style.
Comfort you can wear every day.

Sizes available: M, L, XL
Limited launch offer: 50% OFF 🔥

Get yours now.

#Zera #NewArrival #LaunchOffer #TshirtStyle #NepaliFashion PremiumWear ShopNow StyleDaily",0,0,0,0,2026-04-23 14:39:20+00:00,"Fresh drop is live 🚀 Minimal tees for maximum style. Comfort you can wear every day. Sizes available: M, L, XL Limited launch offer: 50% OFF 🔥 Get yours now. #Zera #NewArrival #LaunchOffer #TshirtStyle #NepaliFashion PremiumWear ShopNow StyleDaily","fresh drop is live 🚀 minimal tees for maximum style. comfort you can wear every day. sizes available: m, l, xl limited launch offer: 50% off 🔥 get yours now. #zera #newarrival #launchoffer #tshirtstyle #nepalifashion premiumwear shopnow styledaily",True,English,Western/Casual,0.0
Instagram,Phase1,"From the delicate blue florals to the adjustable drawstring waist with tassel accents, our latest kaftan set. 

To order dm or whatsapp on 9841737710/ 9828288484

#kaftanlove #summerstyle #nepalifashion #comfystylish",4,0,0,0,2026-04-23 13:49:37+00:00,"From the delicate blue florals to the adjustable drawstring waist with tassel accents, our latest kaftan set. To order dm or whatsapp on 9841737710/ 9828288484 #kaftanlove #summerstyle #nepalifashion #comfystylish","from the delicate blue florals to the adjustable drawstring waist with tassel accents, our latest kaftan set. to order dm or whatsapp on 9841737710/ 9828288484 #kaftanlove #summerstyle #nepalifashion #comfystylish",True,English,General Fashion,0.00016
Instagram,Phase1,"Refined, effortless, and made to move with you — this belted co-Ord set blends sharp tailoring with all-day comfort for women who take charge and own every moment.

Available Colors: Khakee/Ivory Cream/Soft Biege

#CoOrdSet #PowerDressing #WomenWhoLead #EffortlessStyle #ModernMinimalism #NepaliFashion #DEVIOR",8,0,0,0,2026-04-23 07:45:09+00:00,"Refined, effortless, and made to move with you — this belted co-Ord set blends sharp tailoring with all-day comfort for women who take charge and own every moment. Available Colors: Khakee/Ivory Cream/Soft Biege #CoOrdSet #PowerDressing #WomenWhoLead #EffortlessStyle #ModernMinimalism #NepaliFashion #DEVIOR","refined, effortless, and made to move with you — this belted co-ord set blends sharp tailoring with all-day comfort for women who take charge and own every moment. available colors: khakee/ivory cream/soft biege #coordset #powerdressing #womenwholead #effortlessstyle #modernminimalism #nepalifashion #devior",True,English,Indo-Western/Fusion,0.00032
Instagram,Phase1,"Premium Lucknavi chikankari in delicate paisley motifs on finest Banarasi mul chanderi, in an elegant cool beige. Straight silhouette with straight pants, paired with a fully hand-embroidered kurta & dupatta; airy, refined, and effortlessly timeless.
Sizes M available. DM for orders 🤍

#nepalitiktok #kathmandunepal🇳🇵 #nepaliethnicwear #onceuponअthread #nepalifashion",3,0,0,0,2026-04-23 07:01:41+00:00,"Premium Lucknavi chikankari in delicate paisley motifs on finest Banarasi mul chanderi, in an elegant cool beige. Straight silhouette with straight pants, paired with a fully hand-embroidered kurta & dupatta; airy, refined, and effortlessly timeless. Sizes M available. DM for orders 🤍 #nepalitiktok #kathmandunepal🇳🇵 #nepaliethnicwear #onceuponअthread #nepalifashion","premium lucknavi chikankari in delicate paisley motifs on finest banarasi mul chanderi, in an elegant cool beige. straight silhouette with straight pants, paired with a fully hand-embroidered kurta & dupatta; airy, refined, and effortlessly timeless. sizes m available. dm for orders 🤍 #nepalitiktok #kathmandunepal🇳🇵 #nepaliethnicwear #onceuponअthread #nepalifashion",True,Nepali,Traditional/Ethnic,0.00011999999999999999
Instagram,Phase1,"✨ Embracing tradition with timeless elegance ✨
This beautiful Rai Lehenga Set reflects the rich cultural heritage of the Rai community of Nepal 🇳🇵. The look features a stylish maroon cholo (blouse), a flowy patterned lehenga, and a graceful dupatta with detailed golden borders — blending tradition with modern elegance.

Perfect for cultural events, weddings, and festive occasions, this outfit celebrates identity, grace, and beauty in every detail ❤️

💌 Loved this look? DM to order yours now!

#RaiDress #RaiLehenga #NepaliTraditionalWear #EthnicElegance #NepaliFashion #CulturalStyle #DesiOutfits #FestiveWear #HandcraftedStyle #InstaFashion",1,0,0,0,2026-04-23 05:39:00+00:00,"✨ Embracing tradition with timeless elegance ✨ This beautiful Rai Lehenga Set reflects the rich cultural heritage of the Rai community of Nepal 🇳🇵. The look features a stylish maroon cholo (blouse), a flowy patterned lehenga, and a graceful dupatta with detailed golden borders — blending tradition with modern elegance. Perfect for cultural events, weddings, and festive occasions, this outfit celebrates identity, grace, and beauty in every detail ❤️ 💌 Loved this look? DM to order yours now! #RaiDress #RaiLehenga #NepaliTraditionalWear #EthnicElegance #NepaliFashion #CulturalStyle #DesiOutfits #FestiveWear #HandcraftedStyle #InstaFashion","✨ embracing tradition with timeless elegance ✨ this beautiful rai lehenga set reflects the rich cultural heritage of the rai community of nepal 🇳🇵. the look features a stylish maroon cholo (blouse), a flowy patterned lehenga, and a graceful dupatta with detailed golden borders — blending tradition with modern elegance. perfect for cultural events, weddings, and festive occasions, this outfit celebrates identity, grace, and beauty in every detail ❤️ 💌 loved this look? dm to order yours now! #raidress #railehenga #nepalitraditionalwear #ethnicelegance #nepalifashion #culturalstyle #desioutfits #festivewear #handcraftedstyle #instafashion",True,English,Traditional/Ethnic,4e-05
Instagram,Phase1,"🌸 Linen dress are our recent favorite 🌸
Summer colors are added in our linen dress this time …..
Free size 

#KitsolSummer #kitsolclothingstore #nepalistore #nepalifashion 

Plzz Dm us in whatsapp/ viber or instagram
📍Store - Sankhamul road ,New Baneshwor
near Global Ime Bank,
opposite of Aryal International hotel
Delivery service available all over Nepal",-1,0,0,0,2026-04-22 13:23:32+00:00,"🌸 Linen dress are our recent favorite 🌸 Summer colors are added in our linen dress this time ….. Free size #KitsolSummer #kitsolclothingstore #nepalistore #nepalifashion Plzz Dm us in whatsapp/ viber or instagram 📍Store - Sankhamul road ,New Baneshwor near Global Ime Bank, opposite of Aryal International hotel Delivery service available all over Nepal","🌸 linen dress are our recent favorite 🌸 summer colors are added in our linen dress this time ….. free size #kitsolsummer #kitsolclothingstore #nepalistore #nepalifashion plzz dm us in whatsapp/ viber or instagram 📍store - sankhamul road ,new baneshwor near global ime bank, opposite of aryal international hotel delivery service available all over nepal",True,English,General Fashion,-4e-05
Instagram,Phase1,"“Golden hour, golden soul”
Feat @purnika_sijapati 
Mua team @_nehashrestha @cosmobeauty_makeupstudio 
Location partner @sundown_ktm 
Visual team via @collab_nepal 
@_skdgin_ @uddibaba 
#lehenga #ethinicwear #fashionstyle #nepalifashion",9,0,0,0,2026-04-22 13:08:10+00:00,"“Golden hour, golden soul” Feat Mua team Location partner Visual team via #lehenga #ethinicwear #fashionstyle #nepalifashion","“golden hour, golden soul” feat mua team location partner visual team via #lehenga #ethinicwear #fashionstyle #nepalifashion",True,English,Traditional/Ethnic,0.00036
Instagram,Phase1,"Shapes waist, tummy and hips while staying breathable. #kiloshapewear #bodysuit #bodyshaper #lifestyle #nepaliwomen",3,0,0,0,2026-04-27 10:15:00+00:00,"Shapes waist, tummy and hips while staying breathable. #kiloshapewear #bodysuit #bodyshaper #lifestyle #nepaliwomen","shapes waist, tummy and hips while staying breathable. #kiloshapewear #bodysuit #bodyshaper #lifestyle #nepaliwomen",True,English,Formal/Professional,0.00011999999999999999
Instagram,Phase1,Introducing KILO Clothing - where comfort meets confidence. Designed to shape. Support and move with you everyday. #kiloshapewear #kiloclothing #bodysuit #lifestyle #nepaliwomen,0,0,0,0,2026-04-27 08:05:11+00:00,Introducing KILO Clothing - where comfort meets confidence. Designed to shape. Support and move with you everyday. #kiloshapewear #kiloclothing #bodysuit #lifestyle #nepaliwomen,introducing kilo clothing - where comfort meets confidence. designed to shape. support and move with you everyday. #kiloshapewear #kiloclothing #bodysuit #lifestyle #nepaliwomen,True,English,Formal/Professional,0.0
Instagram,Phase1,"Meet the new Light Shaper Bodysuit Tee.
Made with 76% nylon and 24% spandex, it smooths and shapes your silhouette while staying soft, breathable, and effortless all day. #kiloklothing #bodysuit #lifestyle #tee #nepaliwomen",5,0,0,0,2026-04-23 05:41:56+00:00,"Meet the new Light Shaper Bodysuit Tee. Made with 76% nylon and 24% spandex, it smooths and shapes your silhouette while staying soft, breathable, and effortless all day. #kiloklothing #bodysuit #lifestyle #tee #nepaliwomen","meet the new light shaper bodysuit tee. made with 76% nylon and 24% spandex, it smooths and shapes your silhouette while staying soft, breathable, and effortless all day. #kiloklothing #bodysuit #lifestyle #tee #nepaliwomen",True,English,Formal/Professional,0.0002
