platform,text,likes,comments,shares,views,date,text_clean,is_fashion,language,text_sentiment,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,fashion_category,trend_score,engagement_score
Instagram,"📸 Yellow

Model: Madhu
@madhu.menu 
———
More photos in Link in bio/Modeling/Madhu
#shooting #photography #photooftheday #model #modelephoto #nepal #portraitphotography #fashionmodel #akorioo #portrait #portraithut #model__in #modeling #nepaligirls #ig_portrait #portraitmood #portraitpage #portrait_planet #modelshoot #portraitmode #modelphotography #portrait_vision #nepalimodel #nepalfashion #canonphotography #endlessfaces #portrait_perfection #fashionphotography #nepalphotoproject #nepalimodel",33,2,0,0,2026-04-22 20:00:00+00:00,📸 Yellow Model: Madhu .menu ——— More photos in Link in bio/Modeling/Madhu #shooting #photography #photooftheday #model #modelephoto #nepal #portraitphotography #fashionmodel #akorioo #portrait #portraithut #model__in #modeling #nepaligirls #ig_portrait #portraitmood #portraitpage #portrait_planet #modelshoot #portraitmode #modelphotography #portrait_vision #nepalimodel #nepalfashion #canonphotography #endlessfaces #portrait_perfection #fashionphotography #nepalphotoproject #nepalimodel,True,English,📸 Yellow Model: Madhu .menu ——— More photos in Link in bio/Modeling/Madhu shooting photography photooftheday model modelephoto nepal portraitphotography fashionmodel akorioo portrait portraithut model__in modeling nepaligirls ig_portrait portraitmood portraitpage portrait_planet modelshoot portraitmode modelphotography portrait_vision nepalimodel nepalfashion canonphotography endlessfaces portrait_perfection fashionphotography nepalphotoproject nepalimodel,0.0,1.0,0.0,0.0,Neutral,Western/Casual,0.2012,13.8
Instagram,"Portraits ❤️🌸☘️

#instaposts #nepaligirls #nepaliphotographer #nepalimodel #nepal🇳🇵",23,4,0,0,2026-04-22 04:53:31+00:00,Portraits ❤️🌸☘️ #instaposts #nepaligirls #nepaliphotographer #nepalimodel #nepal🇳🇵,True,English,Portraits ❤️🌸☘️ instaposts nepaligirls nepaliphotographer nepalimodel nepal🇳🇵,0.0,1.0,0.0,0.0,Neutral,General Fashion,0.2013,10.4
Instagram,"Alone and unbothered.

#nepaligirls #single",-1,1,0,0,2026-04-22 04:27:26+00:00,Alone and unbothered. #nepaligirls #single,True,English,Alone and unbothered. nepaligirls single,0.333,0.667,0.0,-0.25,Negative,General Fashion,0.0002,-0.10000000000000003
Instagram,#nepali #nepaligirls  #🧿❤️🙏 #makeover @alijarai_24  #thankyou kanchu 🥰🤗😘,43,8,0,0,2026-04-21 15:11:30+00:00,#nepali #nepaligirls #🧿❤️🙏 #makeover #thankyou kanchu 🥰🤗😘,True,English,nepali nepaligirls 🧿❤️🙏 makeover thankyou kanchu 🥰🤗😘,0.0,0.583,0.417,0.9169,Positive,General Fashion,0.4025,19.599999999999998
Instagram,selfie #nepal #girl #village #girls #beautiful #girlswithbullies #nepali #woman #girlwhotravel #girly #nepaligirls #confidentwoman #Vibes #NepaliVibes #nepalireels #nepaligirl #Style,0,0,0,0,2026-04-21 07:20:23+00:00,selfie #nepal #girl #village #girls #beautiful #girlswithbullies #nepali #woman #girlwhotravel #girly #nepaligirls #confidentwoman #Vibes #NepaliVibes #nepalireels #nepaligirl #Style,True,English,selfie nepal girl village girls beautiful girlswithbullies nepali woman girlwhotravel girly nepaligirls confidentwoman Vibes NepaliVibes nepalireels nepaligirl Style,0.0,0.813,0.187,0.5994,Positive,General Fashion,0.4,0.0
Instagram,"जिद्दी थिएँ, जिद्दी छु र जिद्दी नै रहन्छु।
ओइलाएको फूल बन्नुभन्दा बरु म काँडा बन्न रुचाउँछु। 
विद्रोही जन्मिए,विद्रोह गर्दै  बाँचिरहेकी छु र विद्रोह गर्दै नै मर्नेछु।
यही जिद्दीपनका कारणले जीवनमा यहाँसम्म आइपुगेँ, यो खोक्रो समाजको बसमा हुने भए म अहिले यही समाजले बनाएका चार भित्ताभित्र आत्मा गुम्स्याएर बसिरहेकी हुने थिएँ।तिमीहरूले बनाएको पितृसत्तात्मक जेलबाट मुक्त हुन र अब मेरो परिवारमा जन्मिने कुनै छोरीले पनि त्यही पीडा भोग्न नपरोस् भन्ने उद्देश्यले म विदेशिनु परेको थियो,यो कुरा म कहिल्यै बिर्सिने छैन।

#nepaligirl #nepaligirls #nepali #nepalnow #nepalimodel",32,2,0,0,2026-04-21 06:42:11+00:00,"जिद्दी थिएँ, जिद्दी छु र जिद्दी नै रहन्छु। ओइलाएको फूल बन्नुभन्दा बरु म काँडा बन्न रुचाउँछु। विद्रोही जन्मिए,विद्रोह गर्दै बाँचिरहेकी छु र विद्रोह गर्दै नै मर्नेछु। यही जिद्दीपनका कारणले जीवनमा यहाँसम्म आइपुगेँ, यो खोक्रो समाजको बसमा हुने भए म अहिले यही समाजले बनाएका चार भित्ताभित्र आत्मा गुम्स्याएर बसिरहेकी हुने थिएँ।तिमीहरूले बनाएको पितृसत्तात्मक जेलबाट मुक्त हुन र अब मेरो परिवारमा जन्मिने कुनै छोरीले पनि त्यही पीडा भोग्न नपरोस् भन्ने उद्देश्यले म विदेशिनु परेको थियो,यो कुरा म कहिल्यै बिर्सिने छैन। #nepaligirl #nepaligirls #nepali #nepalnow #nepalimodel",True,Nepali,"जिद्दी थिएँ, जिद्दी छु र जिद्दी नै रहन्छु। ओइलाएको फूल बन्नुभन्दा बरु म काँडा बन्न रुचाउँछु। विद्रोही जन्मिए,विद्रोह गर्दै बाँचिरहेकी छु र विद्रोह गर्दै नै मर्नेछु। यही जिद्दीपनका कारणले जीवनमा यहाँसम्म आइपुगेँ, यो खोक्रो समाजको बसमा हुने भए म अहिले यही समाजले बनाएका चार भित्ताभित्र आत्मा गुम्स्याएर बसिरहेकी हुने थिएँ।तिमीहरूले बनाएको पितृसत्तात्मक जेलबाट मुक्त हुन र अब मेरो परिवारमा जन्मिने कुनै छोरीले पनि त्यही पीडा भोग्न नपरोस् भन्ने उद्देश्यले म विदेशिनु परेको थियो,यो कुरा म कहिल्यै बिर्सिने छैन। nepaligirl nepaligirls nepali nepalnow nepalimodel",0.0,1.0,0.0,0.0,Neutral,General Fashion,0.2011,13.4
Instagram,"it smells like a healed pretty women❤️💋 
#life #beauty #moment #insta #nepaligirls",-1,2,0,0,2026-04-20 17:05:30+00:00,it smells like a healed pretty women❤️💋 #life #beauty #moment #insta #nepaligirls,True,English,it smells like a healed pretty women❤️💋 life beauty moment insta nepaligirls,0.0,0.494,0.506,0.9062,Positive,General Fashion,0.4003,0.19999999999999996
Instagram,"The Nepali New Year just ended a few days ago. I congratulate everyone who is involved (and not only them)...
नयाँ वर्षको शुभकामना
नयाँ वर्षले सबैमा सुख, शान्ति र सफलता ल्याओस्

#retro #retrostyle #vintageaesthetics #dandygirls #girlswearingties #womenwearingties #ladieswithties #tiesareforwomen #dandywomen #dandygirls #ragazzaincravatta #happyholidays #nepalinewyear #nepaligirl #nepaligirls #april #aprilvibes #eternalclassic #timelessbeauty #romantic #postcard #aiart",25,4,0,0,2026-04-20 01:29:46+00:00,"The Nepali New Year just ended a few days ago. I congratulate everyone who is involved (and not only them)... नयाँ वर्षको शुभकामना नयाँ वर्षले सबैमा सुख, शान्ति र सफलता ल्याओस् #retro #retrostyle #vintageaesthetics #dandygirls #girlswearingties #womenwearingties #ladieswithties #tiesareforwomen #dandywomen #dandygirls #ragazzaincravatta #happyholidays #nepalinewyear #nepaligirl #nepaligirls #april #aprilvibes #eternalclassic #timelessbeauty #romantic #postcard #aiart",True,Nepali,"The Nepali New Year just ended a few days ago. I congratulate everyone who is involved (and not only them)... नयाँ वर्षको शुभकामना नयाँ वर्षले सबैमा सुख, शान्ति र सफलता ल्याओस् retro retrostyle vintageaesthetics dandygirls girlswearingties womenwearingties ladieswithties tiesareforwomen dandywomen dandygirls ragazzaincravatta happyholidays nepalinewyear nepaligirl nepaligirls april aprilvibes eternalclassic timelessbeauty romantic postcard aiart",0.0,0.896,0.104,0.7096,Positive,General Fashion,0.4013,11.2
Instagram,"Fresh drop is live 🚀

Minimal tees for maximum style.
Comfort you can wear every day.

Sizes available: M, L, XL
Limited launch offer: 50% OFF 🔥

Get yours now.

#Zera #NewArrival #LaunchOffer #TshirtStyle #NepaliFashion PremiumWear ShopNow StyleDaily",0,0,0,0,2026-04-23 14:39:20+00:00,"Fresh drop is live 🚀 Minimal tees for maximum style. Comfort you can wear every day. Sizes available: M, L, XL Limited launch offer: 50% OFF 🔥 Get yours now. #Zera #NewArrival #LaunchOffer #TshirtStyle #NepaliFashion PremiumWear ShopNow StyleDaily",True,English,"Fresh drop is live 🚀 Minimal tees for maximum style. Comfort you can wear every day. Sizes available: M, L, XL Limited launch offer: 50% OFF 🔥 Get yours now. Zera NewArrival LaunchOffer TshirtStyle NepaliFashion PremiumWear ShopNow StyleDaily",0.145,0.747,0.109,-0.1531,Negative,Western/Casual,0.0,0.0
Instagram,"From the delicate blue florals to the adjustable drawstring waist with tassel accents, our latest kaftan set. 

To order dm or whatsapp on 9841737710/ 9828288484

#kaftanlove #summerstyle #nepalifashion #comfystylish",4,0,0,0,2026-04-23 13:49:37+00:00,"From the delicate blue florals to the adjustable drawstring waist with tassel accents, our latest kaftan set. To order dm or whatsapp on 9841737710/ 9828288484 #kaftanlove #summerstyle #nepalifashion #comfystylish",True,English,"From the delicate blue florals to the adjustable drawstring waist with tassel accents, our latest kaftan set. To order dm or whatsapp on 9841737710/ 9828288484 kaftanlove summerstyle nepalifashion comfystylish",0.0,0.959,0.041,0.0516,Positive,General Fashion,0.4001,1.6
Instagram,"Refined, effortless, and made to move with you — this belted co-Ord set blends sharp tailoring with all-day comfort for women who take charge and own every moment.

Available Colors: Khakee/Ivory Cream/Soft Biege

#CoOrdSet #PowerDressing #WomenWhoLead #EffortlessStyle #ModernMinimalism #NepaliFashion #DEVIOR",8,0,0,0,2026-04-23 07:45:09+00:00,"Refined, effortless, and made to move with you — this belted co-Ord set blends sharp tailoring with all-day comfort for women who take charge and own every moment. Available Colors: Khakee/Ivory Cream/Soft Biege #CoOrdSet #PowerDressing #WomenWhoLead #EffortlessStyle #ModernMinimalism #NepaliFashion #DEVIOR",True,English,"Refined, effortless, and made to move with you — this belted co-Ord set blends sharp tailoring with all-day comfort for women who take charge and own every moment. Available Colors: Khakee/Ivory Cream/Soft Biege CoOrdSet PowerDressing WomenWhoLead EffortlessStyle ModernMinimalism NepaliFashion DEVIOR",0.0,0.94,0.06,0.3612,Positive,Indo-Western/Fusion,0.4002,3.2
Instagram,"Premium Lucknavi chikankari in delicate paisley motifs on finest Banarasi mul chanderi, in an elegant cool beige. Straight silhouette with straight pants, paired with a fully hand-embroidered kurta & dupatta; airy, refined, and effortlessly timeless.
Sizes M available. DM for orders 🤍

#nepalitiktok #kathmandunepal🇳🇵 #nepaliethnicwear #onceuponअthread #nepalifashion",3,0,0,0,2026-04-23 07:01:41+00:00,"Premium Lucknavi chikankari in delicate paisley motifs on finest Banarasi mul chanderi, in an elegant cool beige. Straight silhouette with straight pants, paired with a fully hand-embroidered kurta & dupatta; airy, refined, and effortlessly timeless. Sizes M available. DM for orders 🤍 #nepalitiktok #kathmandunepal🇳🇵 #nepaliethnicwear #onceuponअthread #nepalifashion",True,Nepali,"Premium Lucknavi chikankari in delicate paisley motifs on finest Banarasi mul chanderi, in an elegant cool beige. Straight silhouette with straight pants, paired with a fully hand-embroidered kurta & dupatta; airy, refined, and effortlessly timeless. Sizes M available. DM for orders 🤍 nepalitiktok kathmandunepal🇳🇵 nepaliethnicwear onceuponअthread nepalifashion",0.0,0.802,0.198,0.8126,Positive,Traditional/Ethnic,0.4001,1.2000000000000002
Instagram,"✨ Embracing tradition with timeless elegance ✨
This beautiful Rai Lehenga Set reflects the rich cultural heritage of the Rai community of Nepal 🇳🇵. The look features a stylish maroon cholo (blouse), a flowy patterned lehenga, and a graceful dupatta with detailed golden borders — blending tradition with modern elegance.

Perfect for cultural events, weddings, and festive occasions, this outfit celebrates identity, grace, and beauty in every detail ❤️

💌 Loved this look? DM to order yours now!

#RaiDress #RaiLehenga #NepaliTraditionalWear #EthnicElegance #NepaliFashion #CulturalStyle #DesiOutfits #FestiveWear #HandcraftedStyle #InstaFashion",1,0,0,0,2026-04-23 05:39:00+00:00,"✨ Embracing tradition with timeless elegance ✨ This beautiful Rai Lehenga Set reflects the rich cultural heritage of the Rai community of Nepal 🇳🇵. The look features a stylish maroon cholo (blouse), a flowy patterned lehenga, and a graceful dupatta with detailed golden borders — blending tradition with modern elegance. Perfect for cultural events, weddings, and festive occasions, this outfit celebrates identity, grace, and beauty in every detail ❤️ 💌 Loved this look? DM to order yours now! #RaiDress #RaiLehenga #NepaliTraditionalWear #EthnicElegance #NepaliFashion #CulturalStyle #DesiOutfits #FestiveWear #HandcraftedStyle #InstaFashion",True,English,"✨ Embracing tradition with timeless elegance ✨ This beautiful Rai Lehenga Set reflects the rich cultural heritage of the Rai community of Nepal 🇳🇵. The look features a stylish maroon cholo (blouse), a flowy patterned lehenga, and a graceful dupatta with detailed golden borders — blending tradition with modern elegance. Perfect for cultural events, weddings, and festive occasions, this outfit celebrates identity, grace, and beauty in every detail ❤️ 💌 Loved this look? DM to order yours now! RaiDress RaiLehenga NepaliTraditionalWear EthnicElegance NepaliFashion CulturalStyle DesiOutfits FestiveWear HandcraftedStyle InstaFashion",0.0,0.619,0.381,0.9931,Positive,Traditional/Ethnic,0.4,0.4
Instagram,"🌸 Linen dress are our recent favorite 🌸
Summer colors are added in our linen dress this time …..
Free size 

#KitsolSummer #kitsolclothingstore #nepalistore #nepalifashion 

Plzz Dm us in whatsapp/ viber or instagram
📍Store - Sankhamul road ,New Baneshwor
near Global Ime Bank,
opposite of Aryal International hotel
Delivery service available all over Nepal",-1,0,0,0,2026-04-22 13:23:32+00:00,"🌸 Linen dress are our recent favorite 🌸 Summer colors are added in our linen dress this time ….. Free size #KitsolSummer #kitsolclothingstore #nepalistore #nepalifashion Plzz Dm us in whatsapp/ viber or instagram 📍Store - Sankhamul road ,New Baneshwor near Global Ime Bank, opposite of Aryal International hotel Delivery service available all over Nepal",True,English,"🌸 Linen dress are our recent favorite 🌸 Summer colors are added in our linen dress this time ….. Free size KitsolSummer kitsolclothingstore nepalistore nepalifashion Plzz Dm us in whatsapp/ viber or instagram 📍Store - Sankhamul road ,New Baneshwor near Global Ime Bank, opposite of Aryal International hotel Delivery service available all over Nepal",0.0,0.897,0.103,0.743,Positive,General Fashion,0.4,-0.4
Instagram,"“Golden hour, golden soul”
Feat @purnika_sijapati 
Mua team @_nehashrestha @cosmobeauty_makeupstudio 
Location partner @sundown_ktm 
Visual team via @collab_nepal 
@_skdgin_ @uddibaba 
#lehenga #ethinicwear #fashionstyle #nepalifashion",9,0,0,0,2026-04-22 13:08:10+00:00,"“Golden hour, golden soul” Feat Mua team Location partner Visual team via #lehenga #ethinicwear #fashionstyle #nepalifashion",True,English,"“Golden hour, golden soul” Feat Mua team Location partner Visual team via lehenga ethinicwear fashionstyle nepalifashion",0.0,1.0,0.0,0.0,Neutral,Traditional/Ethnic,0.2002,3.6
Instagram,"Shapes waist, tummy and hips while staying breathable. #kiloshapewear #bodysuit #bodyshaper #lifestyle #nepaliwomen",3,0,0,0,2026-04-27 10:15:00+00:00,"Shapes waist, tummy and hips while staying breathable. #kiloshapewear #bodysuit #bodyshaper #lifestyle #nepaliwomen",True,English,"Shapes waist, tummy and hips while staying breathable. kiloshapewear bodysuit bodyshaper lifestyle nepaliwomen",0.0,1.0,0.0,0.0,Neutral,Formal/Professional,0.2001,1.2000000000000002
