platform,phase,text,likes,comments,shares,views,date,text_clean,text_lower,is_fashion,language,fashion_category,engagement_score
Instagram,Phase2,"The closest I’ve ever felt to being a queen 👸 
#nepalibride #nepaliroyalbride #royalbridallook♥️ #nepaliwedding #weddingsaree",14,2,0,0,2026-06-02 07:14:52+00:00,The closest I’ve ever felt to being a queen 👸 #nepalibride #nepaliroyalbride #royalbridallook♥️ #nepaliwedding #weddingsaree,the closest i’ve ever felt to being a queen 👸 #nepalibride #nepaliroyalbride #royalbridallook♥️ #nepaliwedding #weddingsaree,True,English,Traditional/Ethnic,0.00116
Instagram,Phase2,"The day I dolled up in red, wrapped in tradition, and became his wife ❤️❤️.
#nepaliwedding #nepalibride #bridalsaree #nepalibridalsaree #royalbridallook♥️",15,0,0,0,2026-06-02 07:08:54+00:00,"The day I dolled up in red, wrapped in tradition, and became his wife ❤️❤️. #nepaliwedding #nepalibride #bridalsaree #nepalibridalsaree #royalbridallook♥️","the day i dolled up in red, wrapped in tradition, and became his wife ❤️❤️. #nepaliwedding #nepalibride #bridalsaree #nepalibridalsaree #royalbridallook♥️",True,English,Traditional/Ethnic,0.0006000000000000001
Instagram,Phase2,"Timeless lehenga & elegant saree for every bride and festive soul ✨
Worldwide shipping available 🌍
📞 WhatsApp: +9779867481767

#AinaTheBoutique
#LehengaLove
#SareeLove
#BridalWear
#NepaliBride
EthnicWear",4,0,0,0,2026-06-02 06:18:06+00:00,Timeless lehenga & elegant saree for every bride and festive soul ✨ Worldwide shipping available 🌍 📞 WhatsApp: +9779867481767 #AinaTheBoutique #LehengaLove #SareeLove #BridalWear #NepaliBride EthnicWear,timeless lehenga & elegant saree for every bride and festive soul ✨ worldwide shipping available 🌍 📞 whatsapp: +9779867481767 #ainatheboutique #lehengalove #sareelove #bridalwear #nepalibride ethnicwear,True,English,Traditional/Ethnic,0.00016
Instagram,Phase2,"Me As a Nepali Bride🇳🇵
One day i will be your behuli 🙈
Chagtp trend in tiktok 
Create a “candid cinematic portrait of a beautiful Nepali bride sitting gracefully in a traditional indoor wedding setting. She is seated in an elegant side pose, one hand resting softly on her lap while the other hand gently touches her hair near her face, giving a natural feminine expression. She is wearing a luxurious deep red bridal lehenga/saree with heavy golden embroidery, a sparkling red dupatta over her head, layered green tilhari, traditional gold jewelry, bangles, jhumkas, diamond necklace, bold red sindur across the forehead, and detailed mehendi on her hands. Her long soft wavy hair flows naturally over her shoulders. Expression is joyful, confident, and radiant with subtle bridal makeup, glowing skin, bold red lips, and defined eyes. Warm golden sunlight from nearby windows creates an ethereal cinematic glow. Background decorated with soft flowers and warm lights, shallow depth of field, professional photography, ultra realistic, high detail, rich skin texture, 35mm lens, dreamy cinematic lighting, elegant Nepali bridal aesthetic.”
#ɢᴏᴠɪʀᴀʟ #chagpt #tiktoknepal #nepalibride #behuli",14,4,0,0,2026-06-02 06:05:51+00:00,"Me As a Nepali Bride🇳🇵 One day i will be your behuli 🙈 Chagtp trend in tiktok Create a “candid cinematic portrait of a beautiful Nepali bride sitting gracefully in a traditional indoor wedding setting. She is seated in an elegant side pose, one hand resting softly on her lap while the other hand gently touches her hair near her face, giving a natural feminine expression. She is wearing a luxurious deep red bridal lehenga/saree with heavy golden embroidery, a sparkling red dupatta over her head, layered green tilhari, traditional gold jewelry, bangles, jhumkas, diamond necklace, bold red sindur across the forehead, and detailed mehendi on her hands. Her long soft wavy hair flows naturally over her shoulders. Expression is joyful, confident, and radiant with subtle bridal makeup, glowing skin, bold red lips, and defined eyes. Warm golden sunlight from nearby windows creates an ethereal cinematic glow. Background decorated with soft flowers and warm lights, shallow depth of field, professional photography, ultra realistic, high detail, rich skin texture, 35mm lens, dreamy cinematic lighting, elegant Nepali bridal aesthetic.” #ɢᴏᴠɪʀᴀʟ #chagpt #tiktoknepal #nepalibride #behuli","me as a nepali bride🇳🇵 one day i will be your behuli 🙈 chagtp trend in tiktok create a “candid cinematic portrait of a beautiful nepali bride sitting gracefully in a traditional indoor wedding setting. she is seated in an elegant side pose, one hand resting softly on her lap while the other hand gently touches her hair near her face, giving a natural feminine expression. she is wearing a luxurious deep red bridal lehenga/saree with heavy golden embroidery, a sparkling red dupatta over her head, layered green tilhari, traditional gold jewelry, bangles, jhumkas, diamond necklace, bold red sindur across the forehead, and detailed mehendi on her hands. her long soft wavy hair flows naturally over her shoulders. expression is joyful, confident, and radiant with subtle bridal makeup, glowing skin, bold red lips, and defined eyes. warm golden sunlight from nearby windows creates an ethereal cinematic glow. background decorated with soft flowers and warm lights, shallow depth of field, professional photography, ultra realistic, high detail, rich skin texture, 35mm lens, dreamy cinematic lighting, elegant nepali bridal aesthetic.” #ɢᴏᴠɪʀᴀʟ #chagpt #tiktoknepal #nepalibride #behuli",True,English,Traditional/Ethnic,0.0017599999999999998
Instagram,Phase2,"Timeless elegance, traditional beauty, and a radiant bridal glow ✨
Creating bridal looks that make your special day even more memorable.
💄 Makeup by: Pretty Makeup Studio
📍 Chipledhunga, Pokhara
📞 9824121809 
#bridalmakeup #nepalibride #insta #nepalimakeupartist #pokhara",7,0,0,0,2026-06-02 05:11:52+00:00,"Timeless elegance, traditional beauty, and a radiant bridal glow ✨ Creating bridal looks that make your special day even more memorable. 💄 Makeup by: Pretty Makeup Studio 📍 Chipledhunga, Pokhara 📞 9824121809 #bridalmakeup #nepalibride #insta #nepalimakeupartist #pokhara","timeless elegance, traditional beauty, and a radiant bridal glow ✨ creating bridal looks that make your special day even more memorable. 💄 makeup by: pretty makeup studio 📍 chipledhunga, pokhara 📞 9824121809 #bridalmakeup #nepalibride #insta #nepalimakeupartist #pokhara",True,English,Traditional/Ethnic,0.00028000000000000003
Instagram,Phase2,"Reception ready!
Thank you for sharing pictures🙏💕

Bride @bibikabanjara 
📸 & Decor @viva_events_decor 

Sushimusi #ncmakeupartist #raleighmakeupartist #raleighbridalmakeupartist #nepalibride #southasianmakeupartist",-1,3,0,0,2026-06-01 22:44:11+00:00,Reception ready! Thank you for sharing pictures🙏💕 Bride 📸 & Decor Sushimusi #ncmakeupartist #raleighmakeupartist #raleighbridalmakeupartist #nepalibride #southasianmakeupartist,reception ready! thank you for sharing pictures🙏💕 bride 📸 & decor sushimusi #ncmakeupartist #raleighmakeupartist #raleighbridalmakeupartist #nepalibride #southasianmakeupartist,True,English,Traditional/Ethnic,0.00086
Instagram,Phase2,"On her big day ❣️💫

#nepalibride #nepalijewelry #sareelove #weddingphoto #potee",99,4,0,0,2026-06-01 18:02:54+00:00,On her big day ❣️💫 #nepalibride #nepalijewelry #sareelove #weddingphoto #potee,on her big day ❣️💫 #nepalibride #nepalijewelry #sareelove #weddingphoto #potee,True,English,Traditional/Ethnic,0.0051600000000000005
Instagram,Phase2,New prompt unlocked 🔓  #nepalibride,-1,4,0,0,2026-06-01 17:14:02+00:00,New prompt unlocked 🔓 #nepalibride,new prompt unlocked 🔓 #nepalibride,True,English,Traditional/Ethnic,0.0011599999999999998
Instagram,Phase2,"✨ Elegance woven in every detail, tradition reflected in every glance. ❤️👑
A timeless Nepali bridal look celebrating grace, beauty, and culture. 🌹💫#NepaliBride #NepaliBridalLook #BridalMakeup #NepaliWedding #BridalBeauty TraditionalBride MakeupArtist BridalTransformation WeddingLook",56,3,0,0,2026-06-01 15:56:23+00:00,"✨ Elegance woven in every detail, tradition reflected in every glance. ❤️👑 A timeless Nepali bridal look celebrating grace, beauty, and culture. 🌹💫#NepaliBride #NepaliBridalLook #BridalMakeup #NepaliWedding #BridalBeauty TraditionalBride MakeupArtist BridalTransformation WeddingLook","✨ elegance woven in every detail, tradition reflected in every glance. ❤️👑 a timeless nepali bridal look celebrating grace, beauty, and culture. 🌹💫#nepalibride #nepalibridallook #bridalmakeup #nepaliwedding #bridalbeauty traditionalbride makeupartist bridaltransformation weddinglook",True,English,Traditional/Ethnic,0.0031400000000000004
Instagram,Phase2,"WEDDING DAY LOOK 😍😍
📍Satdobato,Sumeru Mart 

#makeup #nepalibride #nepalibridallook #satdobato_lalitpura #makeuplover",20,0,0,0,2026-06-01 15:11:21+00:00,"WEDDING DAY LOOK 😍😍 📍Satdobato,Sumeru Mart #makeup #nepalibride #nepalibridallook #satdobato_lalitpura #makeuplover","wedding day look 😍😍 📍satdobato,sumeru mart #makeup #nepalibride #nepalibridallook #satdobato_lalitpura #makeuplover",True,English,Traditional/Ethnic,0.0008
Instagram,Phase2,"Love laughing with you until my stomach hurts. 🌹❤️🧿🪬

#nepalibride #love #married #couple #happyheart",148,10,0,0,2026-06-01 14:37:24+00:00,Love laughing with you until my stomach hurts. 🌹❤️🧿🪬 #nepalibride #love #married #couple #happyheart,love laughing with you until my stomach hurts. 🌹❤️🧿🪬 #nepalibride #love #married #couple #happyheart,True,English,Traditional/Ethnic,0.00892
Instagram,Phase2,".
Draped in @sonam_subba_limbu @limbusonamsubba 
HMUA: @saabeautystudio 
Assisted by: @makeuplounge_saru 
Accessories: @rukus.collection 
Press ons: @pressiton._ @nailaesthetics._ 
.
.
#fyp #bridal #nepalibride #sonamsubbalimbu #fashionmodel",-1,7,0,0,2026-06-01 13:57:08+00:00,. Draped in HMUA: Assisted by: Accessories: .collection Press ons: ._ ._ . . #fyp #bridal #nepalibride #sonamsubbalimbu #fashionmodel,. draped in hmua: assisted by: accessories: .collection press ons: ._ ._ . . #fyp #bridal #nepalibride #sonamsubbalimbu #fashionmodel,True,English,Traditional/Ethnic,0.0020599999999999998
Instagram,Phase2,"HIGH QUALITY AUSTRALIAN STAR CUT CUBIC ZIRCONIA DIAMOND DESIGN JEWELLERY

All Images are subject to copyright ©️

For more Details Contact us :
WHAT’S UP +977-9849186070
Facebook Page :- palkinepal
TIKTOK :- palkinepal

#australiandiamonds #jewllery #nepalibride #diamond #kathmandu",1,0,0,0,2026-06-01 13:15:09+00:00,HIGH QUALITY AUSTRALIAN STAR CUT CUBIC ZIRCONIA DIAMOND DESIGN JEWELLERY All Images are subject to copyright ©️ For more Details Contact us : WHAT’S UP +977-9849186070 Facebook Page :- palkinepal TIKTOK :- palkinepal #australiandiamonds #jewllery #nepalibride #diamond #kathmandu,high quality australian star cut cubic zirconia diamond design jewellery all images are subject to copyright ©️ for more details contact us : what’s up +977-9849186070 facebook page :- palkinepal tiktok :- palkinepal #australiandiamonds #jewllery #nepalibride #diamond #kathmandu,True,English,Traditional/Ethnic,4e-05
Instagram,Phase2,#reel #bride #nepalibride #sari #explore,81,13,0,0,2026-06-01 13:14:56+00:00,#reel #bride #nepalibride #sari #explore,#reel #bride #nepalibride #sari #explore,True,English,Traditional/Ethnic,0.00714
